watch_id,user_id,show_id,watch_date,start_time,end_time,duration_watched,device
40,14,s74,2025-08-10,9:08 AM,12:09 PM,3.02,TV
41,3,s135,2024-05-08,3:05 AM,4:29 AM,1.4,TV
42,36,s21,2025-02-09,9:06 PM,12:56 AM,3.83,TV
43,25,s147,2024-09-15,9:33 PM,12:44 AM,3.18,Mobile
44,17,s113,2024-08-12,9:23 PM,11:17 PM,1.9,TV
45,20,s169,2025-03-29,4:58 AM,8:06 AM,3.13,Mobile
46,20,s8,2025-07-19,8:30 PM,12:01 AM,3.52,Mobile
47,47,s89,2025-07-04,7:02 AM,10:13 AM,3.18,TV
48,31,s56,2024-11-17,1:32 AM,2:58 AM,1.43,TV
49,74,s21,2024-08-14,8:37 AM,10:52 AM,2.25,Laptop
50,71,s77,2024-12-19,5:34 PM,8:24 PM,2.83,Mobile
51,71,s120,2024-11-22,10:30 PM,2:14 AM,3.73,Laptop
52,1,s177,2025-08-21,8:56 AM,11:59 AM,3.05,Mobile
53,45,s148,2024-09-11,6:44 PM,9:08 PM,2.4,TV
54,24,s73,2024-01-08,1:34 PM,4:00 PM,2.43,Tablet
55,85,s50,2024-06-25,8:55 AM,11:15 AM,2.33,Mobile
56,62,s85,2025-02-16,12:08 AM,2:52 AM,2.73,TV
57,54,s85,2025-10-17,1:37 PM,4:05 PM,2.47,Tablet
58,93,s22,2024-12-02,11:29 AM,12:54 PM,1.42,TV
59,35,s22,2025-10-12,11:16 AM,1:05 PM,1.82,Tablet
60,74,s62,2025-10-17,11:52 AM,2:14 PM,2.37,Mobile
61,11,s180,2025-08-20,4:49 PM,7:30 PM,2.68,Tablet
62,32,s82,2025-09-08,10:36 AM,2:01 PM,3.42,Mobile
63,27,s61,2025-03-30,10:14 AM,1:11 PM,2.95,Mobile
64,10,s59,2025-02-19,9:22 AM,10:29 AM,1.12,Laptop
65,19,s136,2024-11-23,10:04 PM,12:03 AM,1.98,Laptop
66,19,s196,2024-09-09,6:25 AM,10:13 AM,3.8,Mobile
67,14,s156,2024-11-11,6:11 PM,8:55 PM,2.73,Laptop
68,90,s40,2025-07-01,8:42 PM,11:07 PM,2.42,Tablet
69,23,s181,2024-06-27,11:02 PM,1:39 AM,2.62,Laptop
70,45,s87,2025-01-30,4:36 AM,6:40 AM,2.07,Tablet
71,8,s45,2024-08-29,1:00 PM,4:46 PM,3.77,Mobile
72,34,s13,2025-09-20,6:47 PM,10:12 PM,3.42,Laptop
73,85,s91,2025-03-13,8:10 PM,10:32 PM,2.37,Laptop
74,16,s165,2025-02-02,5:01 PM,6:20 PM,1.32,TV
75,2,s115,2024-05-08,8:27 AM,9:43 AM,1.27,TV
76,58,s98,2025-07-13,11:34 AM,1:46 PM,2.2,Tablet
77,65,s156,2024-08-26,2:31 AM,3:31 AM,1,TV
78,85,s64,2025-07-15,6:32 AM,8:01 AM,1.48,Tablet
79,36,s57,2024-12-21,8:44 PM,10:51 PM,2.12,Tablet
80,22,s154,2024-12-25,6:08 AM,7:34 AM,1.43,Tablet
81,56,s92,2024-12-09,3:55 PM,7:13 PM,3.3,Mobile
82,24,s95,2025-05-11,9:11 PM,11:41 PM,2.5,Mobile
83,83,s132,2025-10-13,3:20 AM,6:10 AM,2.83,Laptop
84,96,s7,2024-11-27,12:07 PM,3:32 PM,3.42,Tablet
85,9,s3,2025-07-05,4:02 AM,6:06 AM,2.07,Laptop
86,44,s182,2024-08-18,6:08 PM,8:40 PM,2.53,TV
87,33,s71,2024-11-13,11:11 AM,12:32 PM,1.35,Mobile
88,81,s83,2024-11-12,6:40 AM,9:49 AM,3.15,TV
89,43,s98,2025-01-02,5:03 AM,6:52 AM,1.82,Tablet
90,42,s74,2024-05-18,6:01 AM,9:28 AM,3.45,TV
91,36,s199,2025-07-16,6:38 PM,9:12 PM,2.57,Laptop
92,72,s126,2024-07-28,1:22 PM,3:02 PM,1.67,TV
93,59,s114,2025-07-04,4:31 AM,6:37 AM,2.1,Mobile
94,5,s8,2024-06-23,10:18 PM,11:46 PM,1.47,Tablet
95,57,s14,2024-12-03,4:50 PM,7:44 PM,2.9,Laptop
96,77,s16,2025-09-17,5:41 PM,8:53 PM,3.2,Laptop
97,59,s3,2025-06-28,2:23 AM,4:37 AM,2.23,Mobile
98,53,s66,2024-10-17,8:32 AM,11:52 AM,3.33,Laptop
99,82,s68,2024-06-13,2:13 AM,5:39 AM,3.43,Mobile
100,72,s171,2024-02-17,4:41 AM,8:27 AM,3.77,TV
101,18,s81,2025-09-11,11:27 AM,2:56 PM,3.48,Laptop
102,71,s22,2025-04-12,7:24 PM,10:16 PM,2.87,Mobile
103,23,s127,2025-05-27,7:37 PM,11:06 PM,3.48,TV
104,80,s79,2024-01-16,2:26 PM,5:04 PM,2.63,Laptop
105,74,s176,2025-06-04,1:34 AM,3:04 AM,1.5,Tablet
106,78,s1,2025-06-01,2:33 PM,6:25 PM,3.87,TV
107,61,s134,2025-08-25,12:09 PM,2:53 PM,2.73,Tablet
108,22,s157,2025-03-06,5:06 AM,7:01 AM,1.92,TV
109,17,s199,2025-02-21,4:19 AM,6:04 AM,1.75,Tablet
110,22,s29,2024-06-02,9:43 AM,10:54 AM,1.18,Laptop
111,48,s67,2025-01-31,4:54 AM,6:20 AM,1.43,Laptop
112,26,s73,2025-06-30,6:55 PM,7:56 PM,1.02,Mobile
113,2,s13,2025-03-28,8:10 AM,9:54 AM,1.73,Tablet
114,33,s123,2024-06-10,7:54 AM,11:34 AM,3.67,Laptop
115,44,s90,2024-04-17,2:29 AM,5:52 AM,3.38,Mobile
116,19,s173,2025-06-02,4:09 AM,6:18 AM,2.15,Laptop
117,82,s152,2025-03-04,3:39 PM,5:52 PM,2.22,Tablet
118,4,s68,2025-03-01,9:05 AM,11:29 AM,2.4,Tablet
119,90,s77,2025-08-22,11:44 AM,1:43 PM,1.98,Laptop
120,64,s187,2025-06-04,2:44 PM,5:57 PM,3.22,Tablet
121,32,s21,2024-09-24,7:33 AM,9:41 AM,2.13,Tablet
122,87,s14,2025-07-09,7:56 PM,10:07 PM,2.18,Tablet
123,40,s33,2024-07-18,2:51 AM,5:49 AM,2.97,Laptop
124,29,s140,2025-01-02,3:06 AM,5:03 AM,1.95,Mobile
125,32,s27,2024-06-17,11:59 PM,3:55 AM,3.93,Laptop
126,73,s140,2024-07-08,4:51 AM,8:16 AM,3.42,Laptop
127,10,s181,2025-08-22,8:11 PM,12:08 AM,3.95,TV
128,17,s116,2025-08-02,4:38 PM,8:27 PM,3.82,Mobile
129,2,s64,2024-08-23,4:18 AM,8:10 AM,3.87,Laptop
130,49,s143,2025-10-16,3:42 PM,6:15 PM,2.55,Tablet
131,51,s7,2024-04-16,9:03 AM,12:55 PM,3.87,TV
132,4,s34,2025-09-15,6:42 PM,9:36 PM,2.9,Laptop
133,39,s143,2025-06-02,10:22 AM,12:57 PM,2.58,TV
134,28,s30,2024-07-12,3:11 PM,4:51 PM,1.67,TV
135,46,s183,2025-05-23,6:00 AM,8:42 AM,2.7,TV
136,81,s175,2025-09-13,4:13 AM,5:15 AM,1.03,Laptop
137,33,s142,2024-05-29,3:42 AM,6:22 AM,2.67,TV
138,57,s109,2024-06-06,4:16 AM,6:01 AM,1.75,Mobile
139,76,s45,2025-03-10,9:40 AM,11:16 AM,1.6,Mobile
140,43,s126,2024-03-25,9:37 PM,1:12 AM,3.58,TV
141,50,s172,2025-07-08,8:25 AM,11:27 AM,3.03,TV
142,83,s132,2025-06-29,9:49 PM,1:44 AM,3.92,TV
143,28,s25,2024-02-12,12:09 PM,2:04 PM,1.92,Tablet
144,51,s153,2024-06-18,7:51 PM,11:01 PM,3.17,Laptop
145,18,s197,2025-06-08,1:51 PM,3:40 PM,1.82,Mobile
146,42,s164,2025-08-27,7:24 AM,10:17 AM,2.88,Tablet
147,16,s82,2025-04-12,4:22 PM,5:49 PM,1.45,Mobile
148,71,s84,2024-12-06,8:51 PM,12:09 AM,3.3,Mobile
149,24,s192,2025-06-12,3:47 AM,5:45 AM,1.97,Mobile
150,16,s118,2025-09-22,11:16 AM,3:02 PM,3.77,TV
151,87,s62,2025-01-15,1:57 AM,5:22 AM,3.42,Mobile
152,51,s87,2025-08-23,3:30 PM,7:02 PM,3.53,TV
153,65,s121,2025-05-24,3:31 PM,5:51 PM,2.33,Tablet
154,27,s150,2024-09-11,9:07 AM,10:11 AM,1.07,Tablet
155,69,s147,2025-04-27,4:07 PM,7:57 PM,3.83,Mobile
156,45,s56,2025-05-29,11:06 AM,1:52 PM,2.77,Mobile
157,11,s16,2024-05-12,1:28 AM,3:57 AM,2.48,Laptop
158,42,s112,2024-12-02,6:13 AM,8:48 AM,2.58,Tablet
159,48,s117,2025-06-14,4:33 PM,6:04 PM,1.52,Tablet
160,10,s166,2025-05-05,3:17 AM,7:07 AM,3.83,TV
161,83,s192,2024-04-07,7:00 PM,9:17 PM,2.28,TV
162,84,s76,2024-08-17,3:42 AM,7:10 AM,3.47,Mobile
163,70,s146,2024-10-09,6:45 AM,8:54 AM,2.15,Laptop
164,22,s26,2025-01-10,4:02 AM,8:00 AM,3.97,Tablet
165,51,s77,2024-10-06,12:24 PM,1:52 PM,1.47,Mobile
166,12,s24,2025-05-13,7:40 PM,9:48 PM,2.13,Tablet
167,37,s178,2025-03-12,6:43 PM,8:03 PM,1.33,Tablet
168,92,s130,2024-07-11,4:56 AM,6:07 AM,1.18,Mobile
169,51,s8,2024-03-16,6:56 PM,8:04 PM,1.13,Tablet
170,55,s89,2025-03-29,12:55 AM,3:52 AM,2.95,TV
171,80,s39,2024-03-25,4:13 AM,5:48 AM,1.58,Mobile
172,41,s90,2024-06-28,6:27 PM,8:10 PM,1.72,Mobile
173,37,s80,2024-02-29,11:14 AM,1:46 PM,2.53,Mobile
174,76,s90,2024-04-28,2:59 AM,4:06 AM,1.12,Tablet
175,81,s181,2024-11-04,3:25 AM,5:00 AM,1.58,Mobile
176,46,s192,2025-02-24,10:20 AM,11:40 AM,1.33,TV
177,17,s191,2024-10-14,7:32 PM,8:56 PM,1.4,Mobile
178,32,s37,2024-11-12,2:39 PM,4:28 PM,1.82,TV
179,97,s187,2024-05-24,7:26 PM,11:16 PM,3.83,Tablet
180,16,s45,2025-05-16,3:50 PM,6:36 PM,2.77,TV
181,43,s91,2024-08-06,12:36 PM,3:25 PM,2.82,Laptop
182,82,s114,2024-09-25,5:58 AM,7:52 AM,1.9,Mobile
183,99,s15,2024-02-22,4:42 PM,6:45 PM,2.05,Tablet
184,10,s182,2025-03-08,10:13 AM,12:50 PM,2.62,Laptop
185,20,s13,2025-06-26,9:28 AM,12:22 PM,2.9,Laptop
186,30,s110,2024-12-01,9:04 PM,11:25 PM,2.35,TV
187,6,s141,2024-08-13,11:11 PM,3:10 AM,3.98,TV
188,17,s115,2025-08-20,8:55 AM,10:04 AM,1.15,Mobile
189,51,s187,2024-08-07,2:46 AM,4:36 AM,1.83,Laptop
190,58,s67,2025-08-23,1:45 PM,4:09 PM,2.4,TV
191,85,s66,2025-07-25,10:38 AM,2:04 PM,3.43,Laptop
192,25,s50,2025-05-02,5:59 AM,9:26 AM,3.45,Mobile
193,85,s55,2024-01-04,6:14 PM,7:32 PM,1.3,Laptop
194,75,s185,2024-07-31,8:38 AM,10:02 AM,1.4,Tablet
195,20,s94,2024-01-25,12:34 PM,2:22 PM,1.8,Mobile
196,98,s29,2024-03-16,7:51 PM,9:22 PM,1.52,TV
197,50,s196,2024-10-26,4:53 PM,8:24 PM,3.52,Mobile
198,53,s132,2024-01-28,2:18 AM,5:08 AM,2.83,Mobile
199,99,s124,2025-09-05,10:55 AM,1:40 PM,2.75,TV
200,100,s20,2025-04-01,10:31 PM,12:54 AM,2.38,Laptop
201,43,s103,2025-04-12,9:46 AM,11:44 AM,1.97,Mobile
202,58,s43,2024-07-11,10:38 PM,12:53 AM,2.25,TV
203,70,s118,2024-10-06,7:33 PM,9:19 PM,1.77,Tablet
204,69,s167,2024-02-06,12:18 PM,1:36 PM,1.3,TV
205,1,s194,2024-08-05,5:24 AM,6:42 AM,1.3,Laptop
206,47,s191,2025-09-30,4:35 PM,6:00 PM,1.42,Tablet
207,38,s78,2024-02-08,11:33 PM,1:37 AM,2.07,Tablet
208,48,s89,2025-09-12,3:59 PM,5:45 PM,1.77,TV
209,86,s198,2025-10-26,3:32 AM,5:41 AM,2.15,TV
210,84,s166,2024-03-17,9:43 AM,10:48 AM,1.08,TV
211,49,s126,2025-09-18,2:23 AM,4:40 AM,2.28,Laptop
212,3,s157,2025-03-02,9:04 PM,11:23 PM,2.32,Tablet
213,33,s66,2024-10-30,8:03 PM,9:26 PM,1.38,Tablet
214,94,s45,2025-02-05,2:16 AM,3:26 AM,1.17,TV
215,81,s194,2024-09-07,12:56 AM,4:48 AM,3.87,Tablet
216,47,s184,2024-10-01,4:06 AM,7:49 AM,3.72,Mobile
217,73,s66,2024-11-01,1:58 AM,5:17 AM,3.32,Mobile
218,46,s176,2024-08-06,2:13 PM,5:27 PM,3.23,TV
219,52,s65,2024-11-12,10:04 AM,12:01 PM,1.95,Tablet
220,94,s126,2025-07-01,2:57 PM,5:38 PM,2.68,Mobile
221,77,s161,2024-03-17,8:53 PM,12:20 AM,3.45,Mobile
222,35,s191,2025-06-06,10:28 PM,12:23 AM,1.92,Mobile
223,4,s127,2024-02-22,12:09 PM,1:55 PM,1.77,TV
224,83,s16,2025-10-28,1:35 PM,4:35 PM,3,TV
225,9,s9,2024-02-05,6:24 AM,8:15 AM,1.85,Laptop
226,73,s17,2024-11-11,3:34 PM,5:55 PM,2.35,Mobile
227,49,s195,2025-02-15,5:18 PM,8:20 PM,3.03,TV
228,38,s8,2024-03-19,7:47 PM,9:00 PM,1.22,TV
229,44,s153,2025-06-12,9:34 AM,12:12 PM,2.63,Mobile
230,85,s62,2024-09-25,9:39 PM,1:10 AM,3.52,Laptop
231,91,s32,2025-03-11,8:21 PM,10:06 PM,1.75,TV
232,71,s71,2025-01-10,11:06 PM,1:40 AM,2.57,TV
233,91,s92,2025-02-11,9:51 AM,12:51 PM,3,Laptop
234,89,s181,2025-06-26,2:24 PM,4:00 PM,1.6,Tablet
235,29,s114,2025-03-16,7:40 PM,10:02 PM,2.37,Tablet
236,80,s183,2024-10-24,8:57 AM,11:50 AM,2.88,Laptop
237,30,s18,2025-05-26,8:28 PM,10:51 PM,2.38,Mobile
238,63,s66,2024-10-10,10:04 AM,11:08 AM,1.07,Laptop
239,25,s34,2024-05-17,7:21 AM,10:49 AM,3.47,TV
240,54,s15,2024-09-09,7:25 PM,11:02 PM,3.62,TV
241,2,s83,2024-05-29,1:32 AM,4:58 AM,3.43,Mobile
242,98,s131,2024-08-01,4:04 PM,6:09 PM,2.08,TV
243,28,s187,2025-10-04,2:27 PM,4:48 PM,2.35,Laptop
244,3,s111,2024-09-28,10:06 AM,12:58 PM,2.87,TV
245,99,s132,2025-03-31,4:48 PM,8:44 PM,3.93,Tablet
246,47,s199,2025-06-02,2:43 PM,6:36 PM,3.88,Laptop
247,77,s110,2024-07-25,4:32 AM,5:38 AM,1.1,Laptop
248,30,s114,2025-01-19,8:22 AM,11:06 AM,2.73,Tablet
249,13,s87,2025-07-20,7:05 PM,9:01 PM,1.93,Tablet
250,58,s155,2025-09-10,1:02 PM,2:23 PM,1.35,Mobile
251,70,s144,2024-05-05,2:20 AM,3:30 AM,1.17,TV
252,94,s1,2025-10-01,4:37 AM,5:52 AM,1.25,Mobile
253,70,s175,2024-12-25,10:43 AM,1:56 PM,3.22,Mobile
254,82,s89,2024-03-01,1:37 PM,3:17 PM,1.67,Mobile
255,21,s160,2024-02-21,2:59 AM,4:17 AM,1.3,Mobile
256,98,s106,2024-04-10,10:03 PM,1:14 AM,3.18,TV
257,83,s47,2024-03-06,5:33 PM,6:52 PM,1.32,Laptop
258,94,s90,2025-08-27,9:31 AM,11:58 AM,2.45,TV
259,28,s175,2025-03-01,1:09 PM,4:32 PM,3.38,Laptop
260,69,s41,2024-09-11,5:52 PM,9:16 PM,3.4,Tablet
261,2,s54,2025-10-30,9:37 PM,12:39 AM,3.03,Tablet
262,9,s20,2025-01-20,8:52 PM,12:20 AM,3.47,Tablet
263,94,s147,2025-04-23,2:43 PM,6:19 PM,3.6,TV
264,27,s49,2024-06-05,1:08 PM,3:33 PM,2.42,TV
265,87,s71,2024-12-25,10:04 PM,12:49 AM,2.75,TV
266,24,s18,2025-02-17,2:55 PM,5:20 PM,2.42,Tablet
267,43,s178,2025-07-26,1:04 AM,4:15 AM,3.18,Mobile
268,46,s193,2025-07-14,6:45 AM,10:33 AM,3.8,TV
269,68,s8,2025-03-29,8:12 AM,10:22 AM,2.17,Tablet
270,13,s95,2025-03-18,3:07 PM,6:22 PM,3.25,Laptop
271,68,s8,2024-08-06,10:04 AM,12:45 PM,2.68,Tablet
272,68,s5,2025-04-09,9:33 AM,11:42 AM,2.15,Tablet
273,84,s165,2024-05-13,12:53 AM,1:57 AM,1.07,Laptop
274,87,s147,2024-02-03,4:20 PM,8:10 PM,3.83,Laptop
275,78,s128,2024-11-12,10:02 AM,12:34 PM,2.53,Laptop
276,13,s99,2025-05-29,4:19 PM,6:31 PM,2.2,Tablet
277,88,s99,2024-09-06,2:35 AM,3:35 AM,1,Laptop
278,19,s116,2024-06-28,4:49 PM,7:33 PM,2.73,Tablet
279,62,s186,2025-04-15,7:43 PM,9:20 PM,1.62,Laptop
280,53,s120,2024-08-17,8:32 AM,11:32 AM,3,TV
281,32,s78,2024-01-07,4:38 AM,6:35 AM,1.95,Tablet
282,59,s63,2025-01-24,9:42 PM,1:01 AM,3.32,Mobile
283,5,s23,2025-01-28,6:24 AM,9:57 AM,3.55,Tablet
284,44,s98,2024-08-30,1:06 PM,2:10 PM,1.07,TV
285,46,s169,2024-03-01,8:33 AM,10:52 AM,2.32,Tablet
286,75,s34,2024-06-23,11:00 AM,1:28 PM,2.47,TV
287,80,s142,2025-10-01,5:57 PM,9:51 PM,3.9,Mobile
288,48,s184,2024-08-01,9:55 AM,12:59 PM,3.07,TV
289,72,s136,2025-05-16,4:04 AM,7:38 AM,3.57,Laptop
290,38,s96,2025-04-01,8:50 AM,11:23 AM,2.55,Tablet
291,45,s43,2024-12-13,6:51 AM,10:21 AM,3.5,Tablet
292,19,s103,2024-08-14,10:15 PM,1:56 AM,3.68,Laptop
293,41,s114,2024-02-18,11:58 AM,3:14 PM,3.27,Tablet
294,79,s156,2024-06-03,7:50 PM,10:24 PM,2.57,TV
295,74,s51,2025-01-11,4:59 AM,6:26 AM,1.45,Tablet
296,72,s67,2024-02-08,9:49 AM,12:56 PM,3.12,TV
297,8,s87,2024-01-20,6:21 AM,8:09 AM,1.8,TV
298,48,s172,2024-12-10,6:38 AM,9:20 AM,2.7,Tablet
299,99,s143,2024-07-19,1:24 AM,3:33 AM,2.15,Mobile
300,4,s5,2024-08-29,3:30 PM,4:46 PM,1.27,Laptop
301,43,s179,2025-01-10,8:21 AM,10:50 AM,2.48,Tablet
302,16,s126,2024-06-26,2:02 AM,5:42 AM,3.67,Laptop
303,25,s97,2024-05-25,7:22 AM,8:52 AM,1.5,Mobile
304,68,s2,2024-09-22,3:11 PM,7:10 PM,3.98,Laptop
305,25,s35,2025-09-13,2:42 PM,4:26 PM,1.73,Mobile
306,41,s140,2025-09-07,4:42 AM,6:36 AM,1.9,Laptop
307,43,s163,2025-08-17,10:29 PM,1:40 AM,3.18,Mobile
308,96,s140,2025-05-29,3:02 AM,5:23 AM,2.35,TV
309,66,s46,2025-10-27,6:33 PM,9:40 PM,3.12,TV
310,80,s82,2024-03-15,5:38 PM,7:01 PM,1.38,Laptop
311,92,s64,2024-11-01,8:32 PM,9:44 PM,1.2,Tablet
312,75,s149,2025-02-04,12:01 PM,3:34 PM,3.55,TV
313,12,s81,2024-07-20,5:05 PM,8:12 PM,3.12,Mobile
314,92,s148,2024-05-10,12:02 PM,2:05 PM,2.05,Laptop
315,16,s144,2025-02-07,7:32 AM,8:40 AM,1.13,Mobile
316,6,s60,2025-07-30,4:14 AM,7:30 AM,3.27,Laptop
317,57,s106,2024-06-17,8:20 PM,9:57 PM,1.62,Mobile
318,12,s106,2024-06-10,8:44 AM,11:34 AM,2.83,Laptop
319,22,s106,2024-04-24,10:55 PM,12:51 AM,1.93,Mobile
320,91,s105,2024-08-22,2:34 PM,4:44 PM,2.17,Mobile
321,13,s189,2025-10-17,7:10 PM,8:29 PM,1.32,Mobile
322,81,s66,2024-05-04,1:33 AM,2:57 AM,1.4,TV
323,86,s27,2025-07-15,11:29 AM,3:06 PM,3.62,TV
324,38,s174,2024-06-09,9:23 PM,11:16 PM,1.88,Mobile
325,40,s140,2025-02-20,9:12 AM,12:49 PM,3.62,Mobile
326,33,s138,2025-04-05,2:54 AM,3:54 AM,1,Tablet
327,99,s92,2024-08-29,7:55 PM,10:43 PM,2.8,Mobile
328,75,s187,2024-02-07,1:21 AM,4:27 AM,3.1,Tablet
329,40,s160,2025-10-11,7:00 AM,10:15 AM,3.25,TV
330,89,s35,2025-03-09,10:49 PM,12:14 AM,1.42,Mobile
331,39,s141,2024-06-22,2:35 AM,5:24 AM,2.82,Mobile
332,100,s148,2025-06-04,4:41 PM,6:02 PM,1.35,Tablet
333,44,s65,2025-05-24,2:04 PM,5:25 PM,3.35,Mobile
334,46,s170,2024-06-08,8:05 AM,11:54 AM,3.82,TV
335,96,s34,2025-07-05,7:02 AM,10:17 AM,3.25,Laptop
336,55,s78,2025-09-12,5:07 PM,8:18 PM,3.18,Tablet
337,43,s190,2024-09-26,10:02 PM,1:20 AM,3.3,Tablet
338,66,s187,2024-01-17,6:23 PM,8:28 PM,2.08,TV
339,45,s183,2025-02-19,7:15 PM,10:35 PM,3.33,Mobile
340,74,s27,2024-05-15,11:56 PM,3:49 AM,3.88,Tablet
341,98,s112,2024-11-30,3:34 AM,6:07 AM,2.55,TV
342,43,s153,2025-06-28,1:14 PM,2:36 PM,1.37,Laptop
343,83,s151,2024-06-14,12:34 AM,3:51 AM,3.28,TV
344,89,s91,2024-04-28,3:05 AM,6:23 AM,3.3,TV
345,31,s48,2025-05-22,7:24 AM,9:33 AM,2.15,Tablet
346,10,s120,2024-04-17,10:04 PM,11:22 PM,1.3,TV
347,97,s64,2025-10-30,6:15 AM,8:50 AM,2.58,Tablet
348,80,s112,2024-05-02,4:01 AM,7:44 AM,3.72,Tablet
349,50,s187,2025-09-18,6:24 AM,9:35 AM,3.18,Mobile
350,58,s78,2025-06-08,4:26 PM,6:02 PM,1.6,TV
351,10,s106,2024-05-28,1:15 AM,5:03 AM,3.8,TV
352,80,s101,2025-05-20,10:31 PM,1:18 AM,2.78,Mobile
353,54,s137,2024-02-04,6:25 PM,10:20 PM,3.92,Tablet
354,27,s174,2024-12-06,12:44 AM,2:04 AM,1.33,Mobile
355,99,s39,2025-07-26,8:03 PM,11:26 PM,3.38,Laptop
356,25,s86,2025-08-17,5:24 PM,7:15 PM,1.85,TV
357,31,s42,2025-06-02,7:27 AM,11:00 AM,3.55,TV
358,8,s105,2024-10-31,3:55 AM,5:33 AM,1.63,Laptop
359,90,s31,2024-12-30,8:48 AM,10:22 AM,1.57,Laptop
360,64,s104,2024-05-05,4:40 AM,8:03 AM,3.38,Mobile
361,35,s105,2024-07-17,11:28 PM,2:58 AM,3.5,TV
362,98,s156,2024-06-10,11:36 AM,2:07 PM,2.52,TV
363,58,s149,2025-05-25,6:48 PM,10:16 PM,3.47,Mobile
364,94,s176,2025-01-11,1:16 PM,3:14 PM,1.97,TV
365,56,s172,2024-09-02,8:22 AM,11:45 AM,3.38,Tablet
366,9,s27,2024-03-03,11:20 AM,12:20 PM,1,Mobile
367,30,s149,2024-12-06,9:46 PM,11:20 PM,1.57,Tablet
368,6,s107,2024-03-19,12:59 PM,3:58 PM,2.98,TV
369,48,s111,2025-04-10,4:34 AM,7:43 AM,3.15,Laptop
370,23,s92,2024-10-12,5:59 AM,7:55 AM,1.93,Laptop
371,90,s84,2024-02-13,10:48 AM,12:36 PM,1.8,Laptop
372,53,s171,2024-02-02,7:29 PM,10:51 PM,3.37,Mobile
373,60,s164,2025-10-20,12:06 AM,2:23 AM,2.28,TV
374,62,s48,2025-08-28,1:35 PM,3:35 PM,2,TV
375,96,s97,2025-01-27,6:41 AM,7:47 AM,1.1,Laptop
376,24,s119,2025-03-10,8:02 AM,10:06 AM,2.07,Tablet
377,89,s20,2024-08-07,3:15 AM,4:17 AM,1.03,TV
378,49,s109,2024-04-10,1:13 PM,5:12 PM,3.98,Tablet
379,91,s192,2024-04-09,11:26 PM,12:42 AM,1.27,Tablet
380,21,s110,2024-06-28,2:36 PM,4:47 PM,2.18,Tablet
381,58,s39,2025-08-21,9:35 AM,12:04 PM,2.48,Laptop
382,8,s155,2024-05-04,11:26 PM,12:52 AM,1.43,Mobile
